,Program,# progam,day,# week day,Time,# in hour,mean,std
1435,Fashion Forward,17280,Saturday,2437,Morning,2437,60.0387624750499,33.618128211806635
1436,Fashion Forward,17280,Saturday,2437,Afternoon,2437,64.13891743119267,34.27064512121737
1437,Fashion Forward,17280,Saturday,2437,Evening,2437,63.63132534792703,33.61425480820413
1449,Sports Central,16191,Sunday,2456,Night,2456,61.69166926070039,31.52872390713008
1450,Sports Central,16191,Sunday,2456,Morning,2456,55.21523728836479,35.31350215417673
1451,Sports Central,16191,Sunday,2456,Afternoon,2456,62.18417616580311,33.20156672591547
1452,Sports Central,16191,Sunday,2456,Evening,2456,55.49291366906475,35.087994750902766
1457,Sports Central,16191,Monday,2509,Night,2509,63.54739362173547,32.769264334418864
1458,Sports Central,16191,Monday,2509,Morning,2509,60.98298790322581,33.76117855714652
1459,Sports Central,16191,Monday,2509,Afternoon,2509,62.763848071794875,31.86137084463507
1460,Sports Central,16191,Monday,2509,Evening,2509,59.52160560878734,32.33188338064638
1465,Sports Central,16191,Tuesday,2041,Night,2041,65.37052132701422,32.391270520054384
1466,Sports Central,16191,Tuesday,2041,Morning,2041,61.8404849734965,33.14318073842606
1467,Sports Central,16191,Tuesday,2041,Afternoon,2041,64.42238493723849,33.18142164387378
1468,Sports Central,16191,Tuesday,2041,Evening,2041,58.6526406926407,31.75129370614346
1473,Sports Central,16191,Wednesday,2450,Night,2450,65.01880624810516,32.6217708766529
1474,Sports Central,16191,Wednesday,2450,Morning,2450,57.61944745417515,34.37564600089941
1475,Sports Central,16191,Wednesday,2450,Afternoon,2450,63.82543370259191,33.14929916713928
1476,Sports Central,16191,Wednesday,2450,Evening,2450,57.52614478114478,32.36624842150974
1481,Sports Central,16191,Thursday,2270,Night,2270,61.475295275590554,32.25895285286138
1482,Sports Central,16191,Thursday,2270,Morning,2270,65.14884225326436,34.30610871305759
1483,Sports Central,16191,Thursday,2270,Afternoon,2270,60.264474400105954,33.270284642526526
1484,Sports Central,16191,Thursday,2270,Evening,2270,60.99724470134875,32.669811917631876
1489,Sports Central,16191,Friday,2224,Night,2224,63.567903614457826,32.334530922134526
1490,Sports Central,16191,Friday,2224,Morning,2224,59.38257928118393,34.16402135577164
1491,Sports Central,16191,Friday,2224,Afternoon,2224,60.57298431372549,31.66251402750567
1492,Sports Central,16191,Friday,2224,Evening,2224,57.876373873873874,31.751332808695224
1497,Sports Central,16191,Saturday,2241,Night,2241,60.91205732484076,31.885303534782565
1498,Sports Central,16191,Saturday,2241,Morning,2241,61.28025310782301,33.44288148734992
1499,Sports Central,16191,Saturday,2241,Afternoon,2241,59.87310858225133,33.466806694782676
1500,Sports Central,16191,Saturday,2241,Evening,2241,57.41068972460084,32.91876857002612
1512,Funny Folks,19635,Sunday,2685,Night,2685,58.82349840610543,32.29368493745747
1513,Funny Folks,19635,Sunday,2685,Morning,2685,63.499435975609764,32.503849479393985
1514,Funny Folks,19635,Sunday,2685,Afternoon,2685,62.74482176360226,34.31766198165815
1515,Funny Folks,19635,Sunday,2685,Evening,2685,61.339568345323734,32.59403623934749
1520,Funny Folks,19635,Monday,2928,Night,2928,67.0937004959484,31.395029711340637
1521,Funny Folks,19635,Monday,2928,Morning,2928,67.15012789659517,33.361082616390306
1522,Funny Folks,19635,Monday,2928,Afternoon,2928,66.61029802640574,32.5999116892042
1523,Funny Folks,19635,Monday,2928,Evening,2928,65.57001362715529,31.769378241634747
1528,Funny Folks,19635,Tuesday,2565,Night,2565,65.70340164731873,33.8332135875849
1529,Funny Folks,19635,Tuesday,2565,Morning,2565,65.37174345549738,32.985921572570355
1530,Funny Folks,19635,Tuesday,2565,Afternoon,2565,65.17837631236793,32.99429985500574
1531,Funny Folks,19635,Tuesday,2565,Evening,2565,62.61475144939781,33.27913810307987
1536,Funny Folks,19635,Wednesday,2766,Night,2766,64.54419092331769,32.66640629384741
1537,Funny Folks,19635,Wednesday,2766,Morning,2766,62.91898692810457,34.09727305432556
1538,Funny Folks,19635,Wednesday,2766,Afternoon,2766,64.25483720930232,33.568933048371775
1539,Funny Folks,19635,Wednesday,2766,Evening,2766,64.44937887067395,32.85209815953819
1544,Funny Folks,19635,Thursday,3170,Night,3170,61.98767816915661,32.98663675567018
1545,Funny Folks,19635,Thursday,3170,Morning,3170,64.47911544227887,34.42351688863514
1546,Funny Folks,19635,Thursday,3170,Afternoon,3170,63.22976344086022,35.46327241817219
1547,Funny Folks,19635,Thursday,3170,Evening,3170,65.33188733110569,33.18496727739638
1552,Funny Folks,19635,Friday,2899,Night,2899,63.28135927694814,33.283631861682835
1553,Funny Folks,19635,Friday,2899,Morning,2899,61.1426581586574,33.325968766039495
1554,Funny Folks,19635,Friday,2899,Afternoon,2899,65.251629301552,34.64619563832493
1555,Funny Folks,19635,Friday,2899,Evening,2899,63.61383743896226,31.748537974670597
1560,Funny Folks,19635,Saturday,2622,Night,2622,63.08157518135433,32.1205114187773
1561,Funny Folks,19635,Saturday,2622,Morning,2622,62.29149805447471,34.81248997106321
1562,Funny Folks,19635,Saturday,2622,Afternoon,2622,61.518729729729735,33.00399295199291
1563,Funny Folks,19635,Saturday,2622,Evening,2622,60.57024137931035,31.67123365757028
1575,Tech Trends,19549,Sunday,2914,Night,2914,65.64593749655407,32.688050227375484
1576,Tech Trends,19549,Sunday,2914,Morning,2914,62.71737372013652,32.218052001338464
1577,Tech Trends,19549,Sunday,2914,Afternoon,2914,60.09173775671406,33.644731796696284
1578,Tech Trends,19549,Sunday,2914,Evening,2914,61.77952991452991,31.837477636149856
1583,Tech Trends,19549,Monday,2694,Night,2694,65.42509466437177,31.8630146180704
1584,Tech Trends,19549,Monday,2694,Morning,2694,62.12820505272694,31.58433211968694
1585,Tech Trends,19549,Monday,2694,Afternoon,2694,63.82014519056261,33.43380492279102
1586,Tech Trends,19549,Monday,2694,Evening,2694,66.19436518359264,32.848830382837136
1591,Tech Trends,19549,Tuesday,2766,Night,2766,63.57914262023217,34.450584537753706
1592,Tech Trends,19549,Tuesday,2766,Morning,2766,61.06319536423841,34.684346303422906
1593,Tech Trends,19549,Tuesday,2766,Afternoon,2766,66.79256463620982,33.235494290502416
1594,Tech Trends,19549,Tuesday,2766,Evening,2766,61.97059354838709,34.330978804328986
1599,Tech Trends,19549,Wednesday,2753,Night,2753,66.46359788048741,33.50731382345333
1600,Tech Trends,19549,Wednesday,2753,Morning,2753,63.41161764705882,33.8693001300743
1601,Tech Trends,19549,Wednesday,2753,Afternoon,2753,63.64681481481481,33.87233341221982
1602,Tech Trends,19549,Wednesday,2753,Evening,2753,65.88889576387051,33.58945939405663
1607,Tech Trends,19549,Thursday,2946,Night,2946,60.74265802882293,34.05160231385438
1608,Tech Trends,19549,Thursday,2946,Morning,2946,62.74802795031055,34.693976408879266
1609,Tech Trends,19549,Thursday,2946,Afternoon,2946,53.84202194357368,36.21131011230818
1610,Tech Trends,19549,Thursday,2946,Evening,2946,60.26606676342525,33.9762979294349
1615,Tech Trends,19549,Friday,2842,Night,2842,64.4834613003096,34.082370216293874
1616,Tech Trends,19549,Friday,2842,Morning,2842,61.84377034952814,32.83748011391563
1617,Tech Trends,19549,Friday,2842,Afternoon,2842,61.15183382352941,33.40833286434682
1618,Tech Trends,19549,Friday,2842,Evening,2842,65.4554366088328,31.72738963712565
1623,Tech Trends,19549,Saturday,2634,Night,2634,64.79903173539518,34.05762168702498
1624,Tech Trends,19549,Saturday,2634,Morning,2634,63.61718631178707,33.382784894405894
1625,Tech Trends,19549,Saturday,2634,Afternoon,2634,64.92630470016208,33.918708691658715
1626,Tech Trends,19549,Saturday,2634,Evening,2634,64.3002512787606,33.74397576070429
1638,Laugh Line,14673,Sunday,2117,Night,2117,60.49279843444227,30.934877597257938
1639,Laugh Line,14673,Sunday,2117,Morning,2117,63.48833709900249,31.49670331427155
1640,Laugh Line,14673,Sunday,2117,Afternoon,2117,64.34707142857143,32.74733172091666
1641,Laugh Line,14673,Sunday,2117,Evening,2117,58.31023971345725,32.04107548175293
1646,Laugh Line,14673,Monday,2273,Night,2273,65.41672101449275,32.95608084324265
1647,Laugh Line,14673,Monday,2273,Morning,2273,61.79138339920949,30.015333435608103
1648,Laugh Line,14673,Monday,2273,Afternoon,2273,63.82652605058367,31.421388889979823
1649,Laugh Line,14673,Monday,2273,Evening,2273,62.783589211618256,32.1267019947842
1654,Laugh Line,14673,Tuesday,1866,Night,1866,64.20498276190476,31.13842647770023
1655,Laugh Line,14673,Tuesday,1866,Morning,1866,65.73190839694657,31.91562194529276
1656,Laugh Line,14673,Tuesday,1866,Afternoon,1866,64.42589789711688,33.872830290125094
1657,Laugh Line,14673,Tuesday,1866,Evening,1866,64.92112676056338,33.94919072271714
1662,Laugh Line,14673,Wednesday,2167,Night,2167,63.36887525562371,32.835430992229604
1663,Laugh Line,14673,Wednesday,2167,Morning,2167,63.09938108682265,33.207217810438664
1664,Laugh Line,14673,Wednesday,2167,Afternoon,2167,59.6608613112311,33.149894178775725
1665,Laugh Line,14673,Wednesday,2167,Evening,2167,65.09636532062393,34.474734861443636
1670,Laugh Line,14673,Thursday,1944,Night,1944,63.173477272727276,32.16015138465248
1671,Laugh Line,14673,Thursday,1944,Morning,1944,61.925656298085116,32.8883604143607
1672,Laugh Line,14673,Thursday,1944,Afternoon,1944,63.68750649350649,31.322726382565534
1673,Laugh Line,14673,Thursday,1944,Evening,1944,63.071341956521735,33.566506225217104
1678,Laugh Line,14673,Friday,2240,Night,2240,62.446868809980806,33.37883885095453
1679,Laugh Line,14673,Friday,2240,Morning,2240,59.83267529530785,33.16105020411912
1680,Laugh Line,14673,Friday,2240,Afternoon,2240,64.51395722892607,31.804055693485758
1681,Laugh Line,14673,Friday,2240,Evening,2240,64.11730401529637,32.86253193486238
1686,Laugh Line,14673,Saturday,2066,Night,2066,62.046099585062244,28.65197125310241
1687,Laugh Line,14673,Saturday,2066,Morning,2066,63.1994483713242,31.79358209504489
1688,Laugh Line,14673,Saturday,2066,Afternoon,2066,65.95202704952915,32.926001411678676
1689,Laugh Line,14673,Saturday,2066,Evening,2066,61.32695830470348,33.34299316748988
1701,Detective Diaries,17452,Sunday,2729,Night,2729,64.32803577235772,32.40215473319277
1702,Detective Diaries,17452,Sunday,2729,Morning,2729,68.45315733584712,32.78328101730639
1703,Detective Diaries,17452,Sunday,2729,Afternoon,2729,63.233646094113475,34.26474623909076
1704,Detective Diaries,17452,Sunday,2729,Evening,2729,65.26436123348017,31.581257256832885
1709,Detective Diaries,17452,Monday,2628,Night,2628,66.5508543021028,32.288444007312506
1710,Detective Diaries,17452,Monday,2628,Morning,2628,67.67689161554192,31.867489127149106
1711,Detective Diaries,17452,Monday,2628,Afternoon,2628,66.71574275362318,31.869984487665647
1712,Detective Diaries,17452,Monday,2628,Evening,2628,64.67336940013553,31.66132273946145
1717,Detective Diaries,17452,Tuesday,2152,Night,2152,67.09999581589959,34.14030151468509
1718,Detective Diaries,17452,Tuesday,2152,Morning,2152,66.80336843334071,33.66568878709797
1719,Detective Diaries,17452,Tuesday,2152,Afternoon,2152,67.15543923240938,32.62252360989961
1720,Detective Diaries,17452,Tuesday,2152,Evening,2152,68.23547206165703,33.059019547978714
1725,Detective Diaries,17452,Wednesday,2838,Night,2838,67.70502086230877,32.15353022320142
1726,Detective Diaries,17452,Wednesday,2838,Morning,2838,63.70693493150684,33.903967572776224
1727,Detective Diaries,17452,Wednesday,2838,Afternoon,2838,68.51990239726027,31.604642300823674
1728,Detective Diaries,17452,Wednesday,2838,Evening,2838,65.47581343948359,32.53598769764208
1733,Detective Diaries,17452,Thursday,2276,Night,2276,65.37542074363992,31.806639184990864
1734,Detective Diaries,17452,Thursday,2276,Morning,2276,64.22385751709513,32.419186335472574
1735,Detective Diaries,17452,Thursday,2276,Afternoon,2276,64.51127343134065,33.10820785034022
1736,Detective Diaries,17452,Thursday,2276,Evening,2276,64.63361209964413,33.32768851938795
1741,Detective Diaries,17452,Friday,2474,Night,2474,65.64943721738516,31.80400152998565
1742,Detective Diaries,17452,Friday,2474,Morning,2474,63.95159844054582,33.21148622633249
1743,Detective Diaries,17452,Friday,2474,Afternoon,2474,66.29997615095496,32.170820723352165
1744,Detective Diaries,17452,Friday,2474,Evening,2474,64.49212696132787,33.858376389242544
1749,Detective Diaries,17452,Saturday,2355,Night,2355,65.0041875,32.22656422259083
1750,Detective Diaries,17452,Saturday,2355,Morning,2355,67.48725531914894,32.35612213433804
1751,Detective Diaries,17452,Saturday,2355,Afternoon,2355,65.28729314214145,32.90030327994475
1752,Detective Diaries,17452,Saturday,2355,Evening,2355,65.23270853975926,32.35657001906139
1764,Mind & Body,13639,Sunday,2159,Night,2159,66.18729191446029,32.08432928782984
1765,Mind & Body,13639,Sunday,2159,Morning,2159,65.27110636504425,32.00934245548826
1766,Mind & Body,13639,Sunday,2159,Afternoon,2159,65.27588624745995,34.63487930946391
1767,Mind & Body,13639,Sunday,2159,Evening,2159,65.98962312015789,33.398229708502164
1772,Mind & Body,13639,Monday,1885,Night,1885,65.45369193154035,33.92934619396547
1773,Mind & Body,13639,Monday,1885,Morning,1885,65.59482954545454,33.83197434809193
1774,Mind & Body,13639,Monday,1885,Afternoon,1885,69.65999463875598,32.710736757454825
1775,Mind & Body,13639,Monday,1885,Evening,1885,64.99809573012553,34.2243407346284
1780,Mind & Body,13639,Tuesday,2030,Night,2030,71.37121513944224,32.59425798220767
1781,Mind & Body,13639,Tuesday,2030,Morning,2030,70.91102083333335,33.11564291758619
1782,Mind & Body,13639,Tuesday,2030,Afternoon,2030,67.49519360352217,33.764813282927605
1783,Mind & Body,13639,Tuesday,2030,Evening,2030,64.06056527074877,33.01168140140915
1788,Mind & Body,13639,Wednesday,1924,Night,1924,67.40408170114942,34.18548083693179
1789,Mind & Body,13639,Wednesday,1924,Morning,1924,63.63526494226328,32.22574102716231
1790,Mind & Body,13639,Wednesday,1924,Afternoon,1924,67.21768101176471,34.454039818850184
1791,Mind & Body,13639,Wednesday,1924,Evening,1924,66.71356132075472,34.12945176575133
1796,Mind & Body,13639,Thursday,1861,Night,1861,69.46452129964044,33.003930691037674
1797,Mind & Body,13639,Thursday,1861,Morning,1861,65.87353246753246,33.115687739624924
1798,Mind & Body,13639,Thursday,1861,Afternoon,1861,64.5104328463702,33.668993051283174
1799,Mind & Body,13639,Thursday,1861,Evening,1861,64.47446913580247,35.08310846449958
1804,Mind & Body,13639,Friday,1902,Night,1902,66.04873210633946,32.82041171951278
1805,Mind & Body,13639,Friday,1902,Morning,1902,64.28315611875,34.28070890306428
1806,Mind & Body,13639,Friday,1902,Afternoon,1902,64.35531017369728,33.890601481042445
1807,Mind & Body,13639,Friday,1902,Evening,1902,64.08740654205607,34.42851340015143
1812,Mind & Body,13639,Saturday,1878,Night,1878,64.75330712530712,33.67791357141455
1813,Mind & Body,13639,Saturday,1878,Morning,1878,67.663101015,33.90884777144877
1814,Mind & Body,13639,Saturday,1878,Afternoon,1878,66.04077464788732,34.528301191388124
1815,Mind & Body,13639,Saturday,1878,Evening,1878,65.16009227615571,32.86679649447715
1827,Fitness First,19488,Sunday,3086,Night,3086,68.30725555621152,32.82585932219242
1828,Fitness First,19488,Sunday,3086,Morning,3086,64.85099843993761,32.87632719186497
1829,Fitness First,19488,Sunday,3086,Afternoon,3086,66.24709129605345,32.003185456627804
1830,Fitness First,19488,Sunday,3086,Evening,3086,66.49658743788301,32.20958562209676
1835,Fitness First,19488,Monday,3010,Night,3010,67.14704514363885,33.35391998932245
1836,Fitness First,19488,Monday,3010,Morning,3010,68.59061882911392,32.3426578348938
1837,Fitness First,19488,Monday,3010,Afternoon,3010,66.21838570057233,32.43211746703751
1838,Fitness First,19488,Monday,3010,Evening,3010,64.04868017366137,32.18319975130418
1843,Fitness First,19488,Tuesday,2620,Night,2620,66.87821256038647,32.401677129929006
1844,Fitness First,19488,Tuesday,2620,Morning,2620,64.80379623287672,32.591615252331486
1845,Fitness First,19488,Tuesday,2620,Afternoon,2620,66.25727592592594,32.916416248063
1846,Fitness First,19488,Tuesday,2620,Evening,2620,64.93790630371747,34.23588637116285
1851,Fitness First,19488,Wednesday,2719,Night,2719,63.93888888888888,33.31755639955425
1852,Fitness First,19488,Wednesday,2719,Morning,2719,63.36223214285714,34.714731565635056
1853,Fitness First,19488,Wednesday,2719,Afternoon,2719,65.70796876865673,32.37718496547714
1854,Fitness First,19488,Wednesday,2719,Evening,2719,66.14444444444445,33.77245600956713
1859,Fitness First,19488,Thursday,2738,Night,2738,65.96027777777778,32.77487106644349
1860,Fitness First,19488,Thursday,2738,Morning,2738,64.50050177035713,32.8488356755401
1861,Fitness First,19488,Thursday,2738,Afternoon,2738,63.847720853374334,33.69901251792617
1862,Fitness First,19488,Thursday,2738,Evening,2738,64.09440550632911,34.07170505873049
1867,Fitness First,19488,Friday,2721,Night,2721,65.91009773017967,32.49469375526074
1868,Fitness First,19488,Friday,2721,Morning,2721,64.9976837754591,33.67109190552701
1869,Fitness First,19488,Friday,2721,Afternoon,2721,64.04261732851985,33.02498701952683
1870,Fitness First,19488,Friday,2721,Evening,2721,64.10861957239057,32.10247748253454
1875,Fitness First,19488,Saturday,2594,Night,2594,64.22469178082191,33.76944595098101
1876,Fitness First,19488,Saturday,2594,Morning,2594,64.10308519092663,33.13776493562048
1877,Fitness First,19488,Saturday,2594,Afternoon,2594,65.67478618421053,33.8266838991282
1878,Fitness First,19488,Saturday,2594,Evening,2594,63.32498064454393,32.45032793905416
1890,Tune Time,17254,Sunday,2692,Night,2692,68.23340490797545,31.57865869310739
1891,Tune Time,17254,Sunday,2692,Morning,2692,65.28736286069315,30.58004461933305
1892,Tune Time,17254,Sunday,2692,Afternoon,2692,66.02960297991984,31.10184695958324
1893,Tune Time,17254,Sunday,2692,Evening,2692,66.58887122416533,31.58868038051661
1898,Tune Time,17254,Monday,2529,Night,2529,64.59295081967213,32.64914588535506
1899,Tune Time,17254,Monday,2529,Morning,2529,67.64665629287435,32.895764173691504
1900,Tune Time,17254,Monday,2529,Afternoon,2529,70.08268199233716,31.885138556063513
1901,Tune Time,17254,Monday,2529,Evening,2529,66.93225538971807,32.115494814763885
1906,Tune Time,17254,Tuesday,2385,Night,2385,69.13844969231745,33.09280072564545
1907,Tune Time,17254,Tuesday,2385,Morning,2385,64.32621546552572,31.86794585038601
1908,Tune Time,17254,Tuesday,2385,Afternoon,2385,64.319826,31.806777483037084
1909,Tune Time,17254,Tuesday,2385,Evening,2385,65.24835642166344,32.37907297316734
1914,Tune Time,17254,Wednesday,2369,Night,2369,71.09183515675676,32.491263896213184
1915,Tune Time,17254,Wednesday,2369,Morning,2369,69.70822695293104,32.93099353068355
1916,Tune Time,17254,Wednesday,2369,Afternoon,2369,65.28399111015152,31.039186878879576
1917,Tune Time,17254,Wednesday,2369,Evening,2369,65.39211455863474,33.77060740640247
1922,Tune Time,17254,Thursday,2321,Night,2321,65.60096626156583,31.380109255501985
1923,Tune Time,17254,Thursday,2321,Morning,2321,61.72386206896551,32.232388693712885
1924,Tune Time,17254,Thursday,2321,Afternoon,2321,61.71277837603305,31.999471000456335
1925,Tune Time,17254,Thursday,2321,Evening,2321,61.32138279932547,33.22630652633442
1930,Tune Time,17254,Friday,2535,Night,2535,69.49088091353997,33.52962534863921
1931,Tune Time,17254,Friday,2535,Morning,2535,63.4045490981964,31.51027939541958
1932,Tune Time,17254,Friday,2535,Afternoon,2535,64.6576635483871,33.2368084100268
1933,Tune Time,17254,Friday,2535,Evening,2535,66.8885102739726,33.0250744128223
1938,Tune Time,17254,Saturday,2423,Night,2423,66.07450586264656,32.64660250828986
1939,Tune Time,17254,Saturday,2423,Morning,2423,64.12393737805846,31.674595341393683
1940,Tune Time,17254,Saturday,2423,Afternoon,2423,66.67616141732283,32.64005279075029
1941,Tune Time,17254,Saturday,2423,Evening,2423,65.69425498429318,31.56313802279855
1953,Lifestyle Lounge,16661,Sunday,2830,Night,2830,66.29559322033899,31.488780191426514
1954,Lifestyle Lounge,16661,Sunday,2830,Morning,2830,62.66078706711183,34.367814026289096
1955,Lifestyle Lounge,16661,Sunday,2830,Afternoon,2830,61.89184584178499,32.48890180177117
1956,Lifestyle Lounge,16661,Sunday,2830,Evening,2830,59.357629513343795,31.045864168204016
1961,Lifestyle Lounge,16661,Monday,2527,Night,2527,67.47673679802956,32.96184983214585
1962,Lifestyle Lounge,16661,Monday,2527,Morning,2527,66.91130052724077,32.164713410795514
1963,Lifestyle Lounge,16661,Monday,2527,Afternoon,2527,67.41014466546112,34.69046727714359
1964,Lifestyle Lounge,16661,Monday,2527,Evening,2527,62.81723880597015,32.86659684618119
1969,Lifestyle Lounge,16661,Tuesday,2044,Night,2044,66.35971647561493,31.570862395293506
1970,Lifestyle Lounge,16661,Tuesday,2044,Morning,2044,67.4251027862069,33.87743486399003
1971,Lifestyle Lounge,16661,Tuesday,2044,Afternoon,2044,63.98649082668435,32.868663035694844
1972,Lifestyle Lounge,16661,Tuesday,2044,Evening,2044,62.542354396305996,32.99808994054993
1977,Lifestyle Lounge,16661,Wednesday,2411,Night,2411,65.77043644549764,33.39899861488915
1978,Lifestyle Lounge,16661,Wednesday,2411,Morning,2411,63.78126752558139,33.45041417492034
1979,Lifestyle Lounge,16661,Wednesday,2411,Afternoon,2411,61.868156915444914,33.109570506503744
1980,Lifestyle Lounge,16661,Wednesday,2411,Evening,2411,66.54214046558704,34.266340503005
1985,Lifestyle Lounge,16661,Thursday,2476,Night,2476,61.14366386554622,32.45498102948447
1986,Lifestyle Lounge,16661,Thursday,2476,Morning,2476,61.5110964595463,32.22770794006367
1987,Lifestyle Lounge,16661,Thursday,2476,Afternoon,2476,58.730965092402464,35.14464469464403
1988,Lifestyle Lounge,16661,Thursday,2476,Evening,2476,64.1048128342246,33.40138545579647
1993,Lifestyle Lounge,16661,Friday,2321,Night,2321,66.25174825174825,33.012105073011824
1994,Lifestyle Lounge,16661,Friday,2321,Morning,2321,66.03893241379309,34.10302107099719
1995,Lifestyle Lounge,16661,Friday,2321,Afternoon,2321,60.68379104477612,32.05816374897733
1996,Lifestyle Lounge,16661,Friday,2321,Evening,2321,64.69608560311283,34.35847271725627
2001,Lifestyle Lounge,16661,Saturday,2052,Night,2052,67.44836653386454,32.98973597895554
2002,Lifestyle Lounge,16661,Saturday,2052,Morning,2052,63.68063507582939,33.20049257894748
2003,Lifestyle Lounge,16661,Saturday,2052,Afternoon,2052,67.09645702575757,34.24345967299047
2004,Lifestyle Lounge,16661,Saturday,2052,Evening,2052,65.46914514513185,33.236686298823095
2016,Business Briefs,17012,Sunday,2586,Night,2586,68.21826909230145,32.42255313793872
2017,Business Briefs,17012,Sunday,2586,Morning,2586,65.21888686131386,33.048288586039554
2018,Business Briefs,17012,Sunday,2586,Afternoon,2586,69.03582706766919,31.560897704434428
2019,Business Briefs,17012,Sunday,2586,Evening,2586,64.70501706484642,32.9837640310779
2024,Business Briefs,17012,Monday,2629,Night,2629,68.05845849905809,32.43135238867811
2025,Business Briefs,17012,Monday,2629,Morning,2629,67.01705882352942,32.11229849040454
2026,Business Briefs,17012,Monday,2629,Afternoon,2629,67.89816063258156,30.96928403496651
2027,Business Briefs,17012,Monday,2629,Evening,2629,66.22768640118055,32.32434011731768
2032,Business Briefs,17012,Tuesday,2313,Night,2313,69.57329008684849,32.466984788685515
2033,Business Briefs,17012,Tuesday,2313,Morning,2313,69.55607845009578,31.132018866161854
2034,Business Briefs,17012,Tuesday,2313,Afternoon,2313,67.94766876134875,32.02700580443638
2035,Business Briefs,17012,Tuesday,2313,Evening,2313,67.40460226479821,34.17393128796642
2040,Business Briefs,17012,Wednesday,2472,Night,2472,68.0101156348524,31.751771811881653
2041,Business Briefs,17012,Wednesday,2472,Morning,2472,67.41883524904215,32.00325431856209
2042,Business Briefs,17012,Wednesday,2472,Afternoon,2472,66.6132405945946,31.92106705708495
2043,Business Briefs,17012,Wednesday,2472,Evening,2472,68.26199248120301,32.57621308443832
2048,Business Briefs,17012,Thursday,2086,Night,2086,63.864225391636175,32.49472878161616
2049,Business Briefs,17012,Thursday,2086,Morning,2086,67.0026618583688,32.57296378331522
2050,Business Briefs,17012,Thursday,2086,Afternoon,2086,63.92527478312639,34.0096847073899
2051,Business Briefs,17012,Thursday,2086,Evening,2086,63.87555953380761,31.218922125932796
2056,Business Briefs,17012,Friday,2475,Night,2475,69.01619625574713,31.635624656544675
2057,Business Briefs,17012,Friday,2475,Morning,2475,66.68183181125461,32.26351458262142
2058,Business Briefs,17012,Friday,2475,Afternoon,2475,67.64219107142857,32.88074135505826
2059,Business Briefs,17012,Friday,2475,Evening,2475,64.4308748420583,32.68153252319443
2064,Business Briefs,17012,Saturday,2451,Night,2451,66.47502106115107,31.54911756768311
2065,Business Briefs,17012,Saturday,2451,Morning,2451,62.74128413410018,31.181855692845673
2066,Business Briefs,17012,Saturday,2451,Afternoon,2451,64.59581590531413,32.12809604690001
2067,Business Briefs,17012,Saturday,2451,Evening,2451,64.84425534445737,31.482563336975346
2079,Wellness Wave,15009,Sunday,2399,Night,2399,65.61716256379509,32.242068753928976
2080,Wellness Wave,15009,Sunday,2399,Morning,2399,62.52943850662188,32.76069329771263
2081,Wellness Wave,15009,Sunday,2399,Afternoon,2399,65.16527775390625,32.65461741466176
2082,Wellness Wave,15009,Sunday,2399,Evening,2399,67.73227056985294,33.020627963849826
2087,Wellness Wave,15009,Monday,2123,Night,2123,65.33806840132411,30.79468267535701
2088,Wellness Wave,15009,Monday,2123,Morning,2123,65.30848557692308,32.067943816100254
2089,Wellness Wave,15009,Monday,2123,Afternoon,2123,67.10427937915742,33.24171629613737
2090,Wellness Wave,15009,Monday,2123,Evening,2123,67.05083969465649,33.426408499035986
2095,Wellness Wave,15009,Tuesday,2101,Night,2101,66.32664757709252,32.71908634110886
2096,Wellness Wave,15009,Tuesday,2101,Morning,2101,68.07128998431818,32.876517725818125
2097,Wellness Wave,15009,Tuesday,2101,Afternoon,2101,67.62517316017316,34.05054741808177
2098,Wellness Wave,15009,Tuesday,2101,Evening,2101,67.76448964797468,33.07365136980786
2103,Wellness Wave,15009,Wednesday,2119,Night,2119,62.772919262561985,34.32984408232299
2104,Wellness Wave,15009,Wednesday,2119,Morning,2119,66.05103761061947,32.86285237191893
2105,Wellness Wave,15009,Wednesday,2119,Afternoon,2119,66.9999330853159,31.843343856736784
2106,Wellness Wave,15009,Wednesday,2119,Evening,2119,65.57246464646465,33.47965493128744
2111,Wellness Wave,15009,Thursday,2001,Night,2001,69.84242169383371,33.476204729719115
2112,Wellness Wave,15009,Thursday,2001,Morning,2001,63.761651063829795,33.245425125891
2113,Wellness Wave,15009,Thursday,2001,Afternoon,2001,64.78418059360732,33.18762837053438
2114,Wellness Wave,15009,Thursday,2001,Evening,2001,63.675982532751085,34.08336344134085
2119,Wellness Wave,15009,Friday,2151,Night,2151,64.48389571711341,32.146370070623945
2120,Wellness Wave,15009,Friday,2151,Morning,2151,67.5033148607438,33.832942029829184
2121,Wellness Wave,15009,Friday,2151,Afternoon,2151,65.74261052631579,32.40154056747084
2122,Wellness Wave,15009,Friday,2151,Evening,2151,61.598365447893656,32.64218161733747
2127,Wellness Wave,15009,Saturday,2115,Night,2115,64.75577962577962,34.753373023727264
2128,Wellness Wave,15009,Saturday,2115,Morning,2115,63.84531813333333,33.177697306359754
2129,Wellness Wave,15009,Saturday,2115,Afternoon,2115,64.87639734810624,33.06075868934933
2130,Wellness Wave,15009,Saturday,2115,Evening,2115,63.812358090172744,34.040348858085565
2142,Market Masters,13092,Sunday,1946,Night,1946,66.07396437918223,31.478686835374628
2143,Market Masters,13092,Sunday,1946,Morning,1946,63.650452926208644,32.586134279069036
2144,Market Masters,13092,Sunday,1946,Afternoon,1946,64.91081361948956,32.003112464125756
